"cID","bitterResource","description","molIDinResource","type","bitterClassification","SensoryTestConcentration_mM","EC50_mM","thrPerKg_mM","citation","organism"
"106","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.275",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"107","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"107","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"107","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"108","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"108","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"108","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.01362",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"108","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"109","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"109","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"110","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"110","https://pubmed.ncbi.nlm.nih.gov/34504956/",,,"pubMed",,,,,"Shimizu T. et al. Expression profiles and functional characterization of common carp (Cyprinus carpio) T2Rs, Biochemistry and Biophysics Reports, 2021, 28, 101123",NULL
"110","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"111","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"111","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"111","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"111","https://pubmed.ncbi.nlm.nih.gov/36449493/",,,"pubMed",,,,,"Gibbs M. et al. Bitter taste sensitivity in domestic dogs (Canis familiaris) and its relevance to bitter deterrents of ingestion, PLOS ONE, 2022, 17(11)",NULL
"111","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"112","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"112","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"113","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"113","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"113","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"114","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"114","http://www.ncbi.nlm.nih.gov/pubmed?term=11101467",,,"pubMed",,,,,"Drewnowski A, Gomez-Carneros C (2000). Bitter taste, phytonutrients, and the consumer: a review. Am J Clin Nutr 72(6): 1424-35.",NULL
"114","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"114","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"114","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.0021200",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"114","https://pubmed.ncbi.nlm.nih.gov/36871162/",,,"pubMed",,,,,"Li L. et al. A comprehensive review of the metabolism of citrus flavonoids and their binding to bitter taste receptors, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(3), 1763-1793",NULL
"114","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"114","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"114","https://www.ncbi.nlm.nih.gov/pubmed/7878099",,,"pubMed",,"0.075",,,"Guinard JX, Hong DY, Zoumas-Morse C, Budwig C, Russell GF (1994). Chemoreception and perception of the bitterness of isohumulones. Physiol Behav 56(6): 1257-63.",NULL
"114","https://www.sciencedirect.com/science/article/pii/B9780080453828001088",,,"URL","bitter tasting",,,,,NULL
"114","merckProp",,,,,,,,,NULL
"115","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"115","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"115","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"115","https://pubmed.ncbi.nlm.nih.gov/37609224/",,,"pubMed",,,,,"Nguyen H. et al. Thiazolidinediones are partially effective bitter blockers, bioRxiv, 2023",NULL
"115","https://pubs.acs.org/doi/10.1021/bk-2002-0825.ch008",,,"URL",,"2.111",,,"Susan S. S. et al. Age-Related Chemosensory Losses: Effect of Medications, ACS Symposium Series, 2002, 825, 8, 94-108",NULL
"117","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"117","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"117","https://pubmed.ncbi.nlm.nih.gov/34504956/",,,"pubMed",,,,,"Shimizu T. et al. Expression profiles and functional characterization of common carp (Cyprinus carpio) T2Rs, Biochemistry and Biophysics Reports, 2021, 28, 101123",NULL
"117","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"118","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"118","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"118","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"119","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"119","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/16612383/",,,"pubMed",,,,,"Wooding S.et al. Independent evolution of bitter-taste sensitivity in humans and chimpanzees, Nature, 2006, 440, 930â€“934",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/26037485/",,,"pubMed",,,,,"Sandau M. M. et al.Â A functional comparison of the domestic cat bitter receptors Tas2r38 and Tas2r43 with their human orthologs,Â BMC Neuroscience, 2015,Â 16(33)",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/27733116/",,,"pubMed",,,,,"Tsutsui K. et al. Variation in ligand responses of the bitter taste receptors TAS2R1 and TAS2R4 among New World monkeys, BMC Ecology and Evolution, 2016, 16(208)",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/28123110/",,,,,,,,"Sari P. L. H. P. et al. Functional characterization of the TAS2R38 bitter taste receptor for phenylthiocarbamide in colobine monkeys, Biology Letters, 2017, 13(1)",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/31624557/",,,"pubMed",,,,,"Widayati K. A. et al. Functional divergence of the bitter receptor TAS2R38 in Sulawesi macaques, Ecology and Evolution, 2019, 9(18), 10387-10403",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/32006126/",,,"pubMed",,,,,"Purba L. H. P. S. et al. Evolution of the bitter taste receptor TAS2R38 in colobines, Primates, 2020, 61, 485â€“494",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/33289344/",,,"pubMed",,,,,"Lu Q. et al. Molecular evolution and deorphanization of bitter taste receptors in a vampire bat, Integrative Zoology, 2021, 16(5), 659-669",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/37110532/",,,"pubMed",,"0.00328",,,"Karolkowski A. et al. Non-Volatile Compounds Involved in Bitterness and Astringency of Pulses: A Review, Molecules, 2023, 28(8), 3298",NULL
"119","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"119","merckProp",,,,"depending upon heredity of taster",,,,,NULL
"120","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"120","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/26037485/",,,"pubMed",,,,,"Sandau M. M. et al.Â A functional comparison of the domestic cat bitter receptors Tas2r38 and Tas2r43 with their human orthologs,Â BMC Neuroscience, 2015,Â 16(33)",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/33289344/",,,"pubMed",,,,,"Lu Q. et al. Molecular evolution and deorphanization of bitter taste receptors in a vampire bat, Integrative Zoology, 2021, 16(5), 659-669",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/33355666/",,,"pubMed",,,,,"Behrens M. et al. At the Root of T2R Gene Evolution: Recognition Profiles of Coelacanth and Zebrafish Bitter Receptors, Genome Biology and Evolution, 2021, 13(1)",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/34504956/",,,"pubMed",,,,,"Shimizu T. et al. Expression profiles and functional characterization of common carp (Cyprinus carpio) T2Rs, Biochemistry and Biophysics Reports, 2021, 28, 101123",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/34785711/",,,"pubMed",,,,,"Cui M. et al. Activation of specific bitter taste receptors by olive oil phenolics and secoiridoids,Â Sci Rep, 2021, 11, 22340",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/35967977/",,,"pubMed",,,,,"Nolden A. A. Variation in TAS2R receptor genes explains differential bitterness of two common antibiotics, Frontiers in Genetics, 2022, 13",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/37110532/",,,"pubMed",,"0.0107",,,"Karolkowski A. et al. Non-Volatile Compounds Involved in Bitterness and Astringency of Pulses: A Review, Molecules, 2023, 28(8), 3298",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/37432169/",,,"pubMed",,,,,"Rosa A. et al. Sex Differences in the Bitterness Perception of an Aromatic Myrtle Bitter Liqueur and Bitter Compounds, Nutrients, 2023, 15(9), 2030",NULL
"120","https://pubmed.ncbi.nlm.nih.gov/37609224/",,,"pubMed",,,,,"Nguyen H. et al. Thiazolidinediones are partially effective bitter blockers, bioRxiv, 2023",NULL
"120","merck",,,,,,,,,NULL
"121","http://www.ncbi.nlm.nih.gov/pubmed/16562985",,,"pubMed",,,,,"Rodgers S, Glen RC, Bender A (None). Characterizing bitterness: identification of key structural features and development of a classification model. J Chem Inf Model 46(2): 569-76.",NULL
"121","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"121","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"121","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"121","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"121","https://pubmed.ncbi.nlm.nih.gov/33355666/",,,"pubMed",,,,,"Behrens M. et al. At the Root of T2R Gene Evolution: Recognition Profiles of Coelacanth and Zebrafish Bitter Receptors, Genome Biology and Evolution, 2021, 13(1)",NULL
"121","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"122","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"122","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"122","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"122","https://pubmed.ncbi.nlm.nih.gov/33289344/",,,"pubMed",,,,,"Lu Q. et al. Molecular evolution and deorphanization of bitter taste receptors in a vampire bat, Integrative Zoology, 2021, 16(5), 659-669",NULL
"122","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"123","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"123","merck",,,,,,,,,NULL
"124","http://onlinelibrary.wiley.com/doi/10.1002/jsfa.2180/full",,,"URL","'",,,,,NULL
"124","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"124","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"125","http://www.ncbi.nlm.nih.gov/pubmed/16562985",,,"pubMed",,,,,"Rodgers S, Glen RC, Bender A (None). Characterizing bitterness: identification of key structural features and development of a classification model. J Chem Inf Model 46(2): 569-76.",NULL
"125","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
