compound_id,external_id,annotations
12205,CHEBI:52153,"tertiary amino compound
ethanolamines
"
12207,CHEBI:75632,"polyphenol
proanthocyanidin
biflavonoid
hydroxyflavan
"
12207,C17639,"Proanthocyanidins
"
12207,LMPK12030002,"Proanthocyanidins
"
12208,CHEBI:75630,"polyphenol
proanthocyanidin
biflavonoid
hydroxyflavan
"
12208,LMPK12030003,"Proanthocyanidins
"
12213,LMFA07010505,"Wax monoesters
"
12218,C10207,"Isoflavonoids
isoflavanones
"
12219,CHEBI:20712,"3alpha-hydroxy steroid
brassinosteroid
2alpha-hydroxy steroid
22-hydroxy steroid
23-hydroxy steroid
"
12219,LMST01030127,"Ergosterols and C24-methyl derivatives
"
12222,CHEBI:18088,"7-hydroxyisoflavones
methoxyisoflavone
"
12222,C00858,"Isoflavonoids
isoflavones
"
12222,LMPK12050037,"Isoflavonoids
"
12222,FORMONONETIN,"a 4'-methoxyisoflavone
"
12226,CHEBI:17574,"7-hydroxyisoflavones
methoxyisoflavone
"
12226,C00814,"Isoflavonoids
isoflavones
"
12226,LMPK12050229,"Isoflavonoids
"
12228,CHEBI:42202,"beta-D-glucoside
monosaccharide derivative
hydroxyisoflavone
glycosyloxyisoflavone
"
12228,C10216,"Isoflavonoids
isoflavones
"
12231,CHEBI:29608,"hydroxyisoflavone
methoxyisoflavone
"
12231,C12125,"Isoflavonoids
isoflavones
"
12231,LMPK12050039,"Isoflavonoids
"
12231,CPD-3343,"a small molecule
"
12241,CHEBI:16424,"alpha-CH2-containing aldehyde
phenylacetaldehydes
"
12241,PHENYLACETALDEHYDE,"an aryl aldehyde
"
12242,C10037,"flavonols
"
12242,LMPK12111552,"Flavones and Flavonols
"
12244,CHEBI:39870,"alkylamines
"
12244,CPD-9379,"a small molecule
"
12245,CHEBI:32398,"glyceric acid
"
12253,CHEBI:16530,"2-oxo monocarboxylic acid
"
12253,C00141,"Branched fatty acids
"
12253,LMFA01020274,"Branched fatty acids
"
12269,CHEBI:16708,"purine nucleobase
6-aminopurines
"
12269,C00147,"purines
"
12269,ADENINE-RING,"a ring
"
12271,CHEBI:34656,"alkylbenzene
"
12271,CPD0-2360,"an aromatic compound
"
12295,CHEBI:3962,"enone
polyphenol
beta-diketone
diarylheptanoid
"
12296,LMPK12160013,"Other Flavonoids
"
12297,C10523,"Coumestan flavonoids
Coumestanes
"
12297,LMPK12090007,"Coumestan flavonoids
"
12299,CHEBI:8994,"benzodioxoles
"
12310,CHEBI:16069,"mancude organic heteromonocyclic parent
monocyclic heteroarene
imidazole
"
12310,IMIDAZOLE-RING,"an aromatic compound
"
12323,CHEBI:17164,"tetrasaccharide
raffinose family oligosaccharide
"
12324,CHEBI:15842,"pyrimidine ribonucleoside 5'-monophosphate
"
12326,CHEBI:28997,"purine 2'-deoxyribonucleoside
"
12328,CPD-1099,"a trisaccharide
"
12329,CHEBI:15820,"GDP-mannose
"
12330,CHEBI:16742,"pyrimidinemonocarboxylic acid
"
12334,CHEBI:28478,"phenols
hydroxy monocarboxylic acid
"
12335,LMFA02000242,"Other Octadecanoids
"
12343,CHEBI:27722,"3alpha-hydroxy steroid
brassinosteroid
2alpha-hydroxy steroid
22-hydroxy steroid
23-hydroxy steroid
"
12343,C11049,"Brassinolides and derivatives
ergostane
"
12343,LMST01140002,"Brassinolides and derivatives
"
12354,CHEBI:28903,"fatty alcohol
"
12354,C01633,"Fatty alcohols
Pesticides
"
12354,LMFA05000062,"Fatty alcohols
"
12360,C02059,"Vitamin K
Fat-soluble vitamins
"
12365,CHEBI:27693,"3beta-sterol
phytosterols
"
12365,C01753,"Stigmasterols and C24-ethyl derivatives
stigmastane
"
12365,LMST01040129,"Stigmasterols and C24-ethyl derivatives
"
12375,CHEBI:78337,"isothiocyanate
"
12375,C18587,"Nematicides
"
12376,CHEBI:50158,"phenols
phenylpropanoid
"
12376,C16930,"Monolignols
"
12376,CPD-6483,"a phenol
"
12384,CHEBI:47771,"tocopherol
"
12384,LMPR02020059,"Vitamin E
"
12389,CHEBI:36002,"resveratrol
"
12393,CHEBI:17345,"guanosine 5'-phosphate
purine ribonucleoside 5'-monophosphate
"
12393,C00144,"Ribonucleotides
"
12400,CHEBI:17191,"L-alpha-amino acid
aspartate family amino acid
isoleucine
"
12400,C00407,"Common amino acids
"
12400,LMFA01100047,"Amino fatty acids
"
12401,CHEBI:28620,"7-hydroxyisoflavones
"
12401,C10486,"Isoflavonoids
isoflavones
"
12401,LMPK12050286,"Isoflavonoids
"
12403,CHEBI:8600,"hydroxyisoflavone
methoxyisoflavone
"
12403,C10521,"Isoflavonoids
isoflavones
"
12403,LMPK12050353,"Isoflavonoids
"
12403,CPD-3521,"a small molecule
"
12414,CHEBI:3374,"capsaicinoid
"
12414,C06866,"Capsaicinoids and derivatives
"
12423,C10464,"rotenones
"
12424,CHEBI:34900,"fatty amide
"
12424,C13846,"Primary amides
N-acyl amides
"
12424,LMFA08010003,"Primary amides
"
12427,CHEBI:77928,"methyl ketone
"
12427,LMFA12000058,"Oxygenated hydrocarbons
"
12427,CPD-7901,"a ketone
"
12429,CHEBI:28510,"anthocyanidin chloride
"
12438,LMFA07010468,"Wax monoesters
"
12439,CHEBI:116314,"fatty amide
"
12439,LMFA08010004,"Primary amides
"
12442,CHEBI:36946,"one-carbon compound
ureas
thioureas
"
12443,CHEBI:73224,"isothiocyanate
"
12446,CHEBI:955,"phenols
dimethoxybenzene
"
12446,CPD-12797,"a small molecule
"
12449,C12298,"Acyclic monoterpenoids
"
12457,CHEBI:17578,"toluenes
"
12457,TOLUENE,"an aromatic compound
"
12459,CHEBI:16008,"hydroxybenzaldehyde
"
12459,SALICYLALDEHYDE,"a small molecule
"
12460,CHEBI:25979,"benzenes
nitrile
"
12460,PHENYLACETONITRILE,"a small molecule
"
12462,CHEBI:31832,"salicylates
benzoate ester
"
12462,CPD-6442,"a small molecule
"
12464,CHEBI:73087,"imidazolyl carboxylic acid
"
12465,CHEBI:27432,"omega-3 fatty acid
linolenic acid
"
12465,C06427,"Unsaturated fatty acids
Polyunsaturated fatty acids
"
12465,LMFA01030152,"Unsaturated fatty acids
"
12467,CHEBI:16974,"imidazolyl carboxylic acid
"
12477,CHEBI:18358,"aromatic ether
psoralens
"
12477,C01864,"Polyketides
Furanocoumarins
"
12477,CPD-13042,"an 8-methoxyfurocoumarin
"
12486,CHEBI:28878,"primary alcohol
fatty alcohol
dodecanols
"
12486,C02277,"Fatty alcohols
"
12486,LMFA05000001,"Fatty alcohols
"
12486,CPD-7867,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
12488,CHEBI:17154,"pyridine alkaloid
pyridinecarboxamide
"
12488,C00153,"Water-soluble vitamins
Pyridine alkaloids
"
12488,NIACINAMIDE,"a vitamin
an aliphatic amide
"
12498,CHEBI:15997,"alkylamines
"
12498,CPD-630,"a small molecule
"
12499,LMST01030114,"Ergosterols and C24-methyl derivatives
"
12519,C01590,"Isoflavonoids
isoflavanones
"
12524,CHEBI:19809,"3beta-sterol
ergostanoid
phytosterols
"
12524,LMST01030096,"Ergosterols and C24-methyl derivatives
"
12526,CHEBI:4513,"hydroxycoumarin
"
12526,C00796,"coumarins
"
12531,CHEBI:28645,"D-fructofuranose
"
12533,CHEBI:4167,"glucopyranose
D-glucose
"
12533,C00031,"Aldoses
"
12538,CHEBI:16015,"L-alpha-amino acid
glutamine family amino acid
glutamic acid
"
12538,C00025,"Common amino acids
Amino acids
"
12540,CHEBI:35619,"L-alpha-amino acid
alpha-aminobutyric acid
"
12540,C02356,"Amino fatty acids
"
12540,LMFA01100034,"Amino fatty acids
"
12550,CHEBI:16472,"methyl ketone
pentanone
"
12550,C01949,"Oxygenated hydrocarbons
"
12550,LMFA12000003,"Oxygenated hydrocarbons
"
12550,PENTAN-2-ONE,"a small molecule
"
12552,CHEBI:40116,"acetate ester
"
12553,CHEBI:8473,"alkanethiol
"
12555,CHEBI:27452,"styrenes
acyclic olefin
vinylarene
"
12555,C07083,"styrenes
"
12555,CPD-1092,"a small molecule
"
12556,4-HYDROXY-BENZYL-ALCOHOL,"a phenol
"
12560,CHEBI:16092,"mancude organic heterobicyclic parent
isoquinolines
azaarene
ortho-fused heteroarene
"
12560,ISOQUINOLINE,"a small molecule
"
12561,CHEBI:207496,"primary alcohol
furans
"
12566,CHEBI:16283,"cystine
"
12568,CHEBI:27413,"aminopropionitrile
"
12570,CHEBI:17053,"L-alpha-amino acid
aspartate family amino acid
aspartic acid
"
12570,C00049,"Common amino acids
Amino acids
"
12572,CHEBI:32425,"icosenoic acid
"
12572,C16526,"Unsaturated fatty acids
Monounsaturated fatty acids
"
12572,LMFA01030085,"Unsaturated fatty acids
"
12577,C09312,"coumarins
"
12578,CHEBI:4775,"cyclic ketone
organic heterotetracyclic compound
catechols
polyphenol
lactone
"
12578,C10788,"Ellagitannins
"
12582,CHEBI:16348,"C-nitro compound
"
12586,CHEBI:16188,"primary alcohol
octanol
"
12586,LMFA05000130,"Fatty alcohols
"
12586,OCTANOL,"a small molecule
"
12589,CHEBI:30769,"tricarboxylic acid
"
12591,CHEBI:48950,"2,4-diaminobutyric acid
"
12592,CHEBI:17170,"methylamines
secondary aliphatic amine
"
12598,CHEBI:28483,"imidazoles
acetamides
"
12599,CHEBI:18295,"imidazoles
aralkylamino compound
"
12599,C00388,"Biogenic amines
Histamine
"
12602,CHEBI:27812,"L-alpha-amino acid
Se-methylselenocysteine
"
12604,C09275,"Neoflavonoids
"
12604,LMPK12100002,"Neoflavonoids
"
12606,CHEBI:5835,"carbopolycyclic compound
"
12606,C07606,"Anthracenes and phenanthrenes
Anthrone type
"
12606,LMPK13040001,"Anthracenes and phenanthrenes
"
12608,CHEBI:27616,"psoralens
"
12608,C09305,"Furanocoumarins
"
12608,PHYTOALEXIN-CMPD,"a small molecule
"
12609,CHEBI:16017,"thiocyanates
"
12609,CPD-65,"a small molecule
"
12610,CHEBI:48430,"2-oxo monocarboxylic acid
"
12617,CHEBI:28885,"primary alcohol
alkyl alcohol
"
12617,LMFA05000109,"Fatty alcohols
"
12617,BUTANOL,"a primary alcohol
"
12618,LMPK12111612,"Flavones and Flavonols
"
12624,LMFA06000078,"Fatty aldehydes
"
12624,CPD-7886,"a fatty aldehyde
"
12636,CHEBI:27781,"long-chain fatty acid
tetradecenoic acid
"
12636,C08322,"Unsaturated fatty acids
Monounsaturated fatty acids
"
12636,LMFA01030051,"Unsaturated fatty acids
"
12645,C16748,"Mycotoxins
"
12647,CHEBI:18049,"piperidines
secondary amine
azacycloalkane
saturated organic heteromonocyclic parent
"
12648,CHEBI:30838,"dicarboxylic acid
"
12648,LMFA01170063,"Dicarboxylic acids
"
12649,CHEBI:30837,"ureas
"
12664,CHEBI:28853,"psoralens
"
12664,C02162,"Furanocoumarins
"
12672,C10404,"Polyketides
Anthracenes and phenanthrenes
Anthrone type
"
12672,LMPK13040016,"Anthracenes and phenanthrenes
"
12679,CHEBI:45658,"cysteine derivative
S-alkyl-L-cysteine
"
12681,CHEBI:17561,"L-alpha-amino acid
cysteine
serine family amino acid
"
12681,C00097,"Common amino acids
"
12683,CHEBI:28797,"D-alpha-amino acid
alpha-aminobutyric acid
"
12683,C02261,"Amino fatty acids
"
12683,LMFA01100043,"Amino fatty acids
"
12685,CHEBI:18040,"hydroxy-L-lysine
5-hydroxylysine
"
12686,CHEBI:16643,"L-alpha-amino acid
aspartate family amino acid
methionine
"
12686,C00073,"Common amino acids
"
12691,C15776,"Ergosterols and C24-methyl derivatives
"
12691,LMST01031019,"Ergosterols and C24-methyl derivatives
"
12698,CHEBI:1879,"phenols
"
12698,CPD3O-4151,"an aromatic compound
"
12706,CHEBI:28061,"D-galactopyranose
"
12708,CHEBI:17488,"hydroxycoumarin
"
12708,C01752,"coumarins
"
12708,SCOPOLETIN,"a small molecule
"
12720,CHEBI:412516,"primary alcohol
furans
arenecarbaldehyde
"
12720,CPD-11572,"a small molecule
"
12727,CHEBI:18152,"7-hydroxyflavonol
hexahydroxyflavone
"
12727,C10107,"Flavones and Flavonols
flavonols
"
12727,LMPK12110001,"Flavones and Flavonols
"
12736,LMST01040154,"Stigmasterols and C24-ethyl derivatives
"
12742,CHEBI:17115,"L-alpha-amino acid
serine family amino acid
serine
"
12742,C00065,"Common amino acids
"
12753,CHEBI:5764,"phenethylamine alkaloid
"
12753,C06199,"Tyramine derivatives
"
12755,CHEBI:5885,"psoralens
"
12755,C09269,"Furanocoumarins
"
12760,CHEBI:17748,"pyrimidine 2'-deoxyribonucleoside
"
12760,C00214,"Deoxyribonucleosides
"
12762,CHEBI:28243,"long-chain primary fatty alcohol
fatty alcohol 28:0
"
12762,LMFA05000003,"Fatty alcohols
"
12762,CPD-7872,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
12763,CHEBI:17351,"omega-6 fatty acid
octadecadienoic acid
"
12763,C01595,"Unsaturated fatty acids
Polyunsaturated fatty acids
"
12763,LMFA01030120,"Unsaturated fatty acids
"
12767,CHEBI:32154,"long-chain primary fatty alcohol
fatty alcohol 18:0
"
12767,LMFA05000085,"Fatty alcohols
"
12767,CPD-7873,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
12768,CHEBI:32375,"long-chain fatty acid anion
unsaturated fatty acid anion
octadecenoate
"
12771,CHEBI:31457,"fatty aldehyde
"
12771,C12307,"Fatty aldehydes
"
12771,LMFA06000052,"Fatty aldehydes
"
12771,CPD-8490,"a fatty aldehyde
"
12774,CHEBI:151,"isocitric acid
"
12783,CHEBI:28834,"bile acid
dihydroxy-5beta-cholanic acid
"
12783,C04483,"C24 bile acids, alcohols, and derivatives
Cholane and derivatives
"
12783,LMST04010040,"C24 bile acids, alcohols, and derivatives
"
12784,CHEBI:27910,"3beta-sterol
"
12784,LMST01010121,"Cholesterol and derivatives
"
12801,CHEBI:17263,"17-oxo steroid
3-hydroxy steroid
"
12801,C00468,"C18 steroids (estrogens) and derivatives
estrane
Estrane and derivatives
Estrogens
"
12801,LMST02010004,"C18 steroids (estrogens) and derivatives
"
12805,CHEBI:17620,"ferulic acids
hydroxycinnamic acid
"
12805,C01494,"Coniferyl alcohol derivatives
"
12807,CHEBI:30751,"monocarboxylic acid
"
12807,C00058,"Straight chain fatty acids
Saturated fatty acids
"
12811,CHEBI:167099,"organic heterobicyclic compound
organonitrogen heterocyclic compound
"
12813,CHEBI:16359,"bile acid
trihydroxy-5beta-cholanic acid
"
12813,C00695,"C24 bile acids, alcohols, and derivatives
Cholane and derivatives
"
12813,LMST04010001,"C24 bile acids, alcohols, and derivatives
"
12814,CHEBI:28934,"hydroxy seco-steroid
seco-ergostane
vitamin D
"
12814,C05441,"Vitamin D2 and derivatives
Fat-soluble vitamins
"
12814,LMST03010000,"Vitamin D2 and derivatives
"
12831,CHEBI:40933,"3alpha-sterol
"
12831,LMST02020008,"C19 steroids (androgens) and derivatives
"
12833,CPD-13933,"benzoin
"
12839,CHEBI:28523,"polyphenol
monomethoxybenzene
dihydrochalcones
"
12839,C09644,"dihydrochalcones
"
12839,LMPK12120511,"Chalcones and dihydrochalcones
"
12841,CHEBI:17097,"benzenes
biphenyls
"
12841,C06588,"Pesticides
"
12841,BIPHENYL,"an aromatic compound
"
12846,CHEBI:16716,"benzenes
aromatic annulene
"
12846,BENZENE,"an aromatic compound
"
12847,CHEBI:41237,"benzoate ester
"
12847,CPD-6443,"a small molecule
"
12856,CHEBI:39258,"aromatic ether
"
12865,CHEBI:16887,"acetylenic compound
2,2'-bithiophenes
"
12865,5-4-HYDROXYBUT-1-YNYL-22-BITHIOPHENE,"a small molecule
"
12866,CHEBI:17181,"2,2'-bithiophenes
"
12866,5-4-ACETOXYBUT-1-YNYL-2-2-BITHIOPHENE,"a small molecule
"
12977,CHEBI:3423,"organochlorine compound
N-nitrosoureas
"
13037,CHEBI:37659,"hydroxy monocarboxylic acid
pentacyclic triterpenoid
"
13037,C17148,"Oleanane triterpenoids
Oleananes
"
13037,LMPR0106150004,"Oleanane triterpenoids
"
13044,CHEBI:66682,"dihydroxy monocarboxylic acid
pentacyclic triterpenoid
"
13044,C16939,"Ursanes
"
13218,C11924,"Menthane monoterpenoids
Cyclic monoterpenes
"
13232,CHEBI:18160,"ubiquinones
"
13232,C01967,"Ubiquinones
"
13232,LMPR02010004,"Ubiquinones
"
13233,CHEBI:7,"car-3-ene
"
13233,C11382,"Bicyclic monoterpenoids
Cyclic monoterpenes
"
13233,LMPR0102120021,"Bicyclic monoterpenoids
"
13258,CHEBI:15864,"tetrahydroxyflavone
3'-hydroxyflavonoid
"
13258,C01514,"Flavones and Flavonols
flavones
"
13258,LMPK12110006,"Flavones and Flavonols
"
13315,LMFA12000141,"Oxygenated hydrocarbons
"
13350,CHEBI:30336,"phosphorus coordination entity
"
13383,CHEBI:26078,"phosphoric acids
"
13390,CHEBI:29415,"chlorine dioxide
"
13391,CHEBI:37382,"nitrogen halide
"
13394,CHEBI:48854,"sulfur oxoacid
"
13394,H2SO3,"a small molecule
"
13396,CHEBI:9330,"sulfamic acids
"
13397,CHEBI:15571,"hydrazines
azane
"
13397,HYDRAZINE,"a small molecule
"
13398,CHEBI:29150,"iodine oxoacid
"
13402,CHEBI:18422,"sulfur oxide
"
13402,SULFUR-DIOXIDE,"a non-metabolic compound
"
13403,CHEBI:60871,"monoatomic dication
selenium ion
"
13422,C10914,"Pyrimidine fungicides
"
13432,C18442,"Sulfonylurea herbicides
"
13447,CHEBI:49786,"monoatomic dication
divalent metal cation
nickel cation
"
13447,NI+2,"a cation
"
13483,CPD-9295,"an organosulfur compound
"
13514,CHEBI:18095,"4-hydroxyproline
"
13514,C01157,"Other amino acids
"
13528,CPD-12702,"mandelonitrile
"
13529,CHEBI:17396,"prunasin
"
13604,CPD-11504,"a sesquiterpenoid
"
13610,CPD-7129,"a prenylchalcone
"
13630,CHEBI:25150,"beta-D-glucoside
monosaccharide derivative
nitrile
cyanogenic glycoside
"
13701,LMPR01070210,"C40 isoprenoids (tetraterpenes)
"
13705,CHEBI:16980,"enal
monoterpenoid
"
13705,C01499,"Acyclic monoterpenoids
Linear monoterpenes
"
13705,LMPR0102010003,"Acyclic monoterpenoids
"
13713,CHEBI:15385,"cadinene
"
13713,C06394,"Cadinane sesquiterpenoids
Cadinanes
"
13713,LMPR0103330001,"Cadinane sesquiterpenoids
"
13719,C05433,"C40 isoprenoids (tetraterpenes)
Carotenoids
"
13720,CHEBI:15389,"carveol
"
13720,C00964,"Menthane monoterpenoids
Cyclic monoterpenes
"
13720,LMPR0102090005,"Menthane monoterpenoids
"
13721,CHEBI:15400,"carvone
"
13721,C01767,"Menthane monoterpenoids
Cyclic monoterpenes
"
13721,LMPR0102090007,"Menthane monoterpenoids
"
13724,CHEBI:16980,"enal
monoterpenoid
"
13724,C01499,"Acyclic monoterpenoids
Linear monoterpenes
"
13724,LMPR0102010003,"Acyclic monoterpenoids
"
13725,CHEBI:10360,"citronellol
"
13725,C09849,"Acyclic monoterpenoids
Linear monoterpenes
"
13725,LMPR0102010008,"Acyclic monoterpenoids
"
13762,C11938,"Bicyclic monoterpenoids
Cyclic monoterpenes
"
13768,C09880,"Bicyclic monoterpenoids
Cyclic monoterpenes
"
13768,CPD-8754,"an &alpha;-pinene
"
13795,CHEBI:17447,"primary alcohol
monoterpenoid
3,7-dimethylocta-2,6-dien-1-ol
"
13795,C01500,"Acyclic monoterpenoids
Linear monoterpenes
"
13795,LMPR0102010016,"Acyclic monoterpenoids
"
13798,CPD-10142,"a 4S-limonene-1,2-epoxide
"
13803,CHEBI:15410,"menthone
"
13803,C00843,"Menthane monoterpenoids
Cyclic monoterpenes
"
13803,LMPR0102090004,"Menthane monoterpenoids
"
13805,CHEBI:16521,"3beta-sterol
tetracyclic triterpenoid
"
13805,C01724,"Cholesterol and derivatives
"
13805,LMST01010017,"Cholesterol and derivatives
"
13830,CHEBI:69093,"7-hydroxyisoflavones
"
13830,LMPK12050248,"Isoflavonoids
"
13831,CHEBI:17336,"retinol
"
13831,C00473,"Retinoids
Fat-soluble vitamins
"
13831,LMPR01090000,"Retinoids
"
13833,LMPR01090008,"Retinoids
"
13834,CHEBI:17616,"retinyl palmitate
"
13834,C02588,"Retinoids
"
13834,LMPR01090013,"Retinoids
"
13835,LMPK12110925,"Flavones and Flavonols
"
13845,CHEBI:5623,"indole alkaloid
indole alkaloid fundamental parent
harmala alkaloid
"
13845,C09209,"Indole alkaloids
"
13858,CPD-10177,"a secondary metabolite
"
13863,CHEBI:10447,"cyclic ketone
enol
monoterpenoid
"
13863,C09904,"Cyclic monoterpenes
"
13864,CHEBI:15383,"limonene
"
13864,C00521,"Menthane monoterpenoids
Cyclic monoterpenes
"
13864,LMPR0102090002,"Menthane monoterpenoids
"
13865,CHEBI:42223,"hydroxyanthraquinones
"
13865,C10343,"Anthracenes and phenanthrenes
Anthraquinone type
"
13865,LMPK13040008,"Anthracenes and phenanthrenes
"
13881,CHEBI:562752,"methyl ketone
aromatic ketone
furans
"
13883,CHEBI:16513,"dicarboxylic acid
"
13886,CHEBI:18022,"pseudohalide anion
sulfur molecular entity
"
13886,HSCN,"a perthiol
"
13892,CHEBI:16353,"acylcholine
"
13892,C00933,"Sinapate derivatives
"
13892,O-SINAPOYLCHOLINE,"a small molecule
"
13899,CHEBI:77322,"fatty acid methyl ester
"
13899,LMFA07010433,"Wax monoesters
"
13900,CHEBI:30776,"medium-chain fatty acid
straight-chain saturated fatty acid
"
13900,C01585,"Straight chain fatty acids
Saturated fatty acids
"
13900,LMFA01010006,"Straight chain fatty acids
"
13913,C11939,"Bicyclic monoterpenoids
Cyclic monoterpenes
"
14087,CHEBI:16526,"one-carbon compound
carbon oxide
"
14087,CARBON-DIOXIDE,"a small molecule
"
14118,C06078,"Menthane monoterpenoids
Terpenoids
"
14118,CPD-8785,"a limonene
"
15972,C17518,"Menthane monoterpenoids
"
15973,CHEBI:9457,"p-menthadiene
"
15973,C06075,"Menthane monoterpenoids
"
15973,LMPR0102090062,"Menthane monoterpenoids
"
15973,CPD-4890,"a monoterpenoid
"
15974,CHEBI:10334,"monoterpene
"
15974,C09898,"Menthane monoterpenoids
Cyclic monoterpenes
"
15974,LMPR0102090026,"Menthane monoterpenoids
"
15974,CPD-8735,"a monoterpenoid
"
15975,CHEBI:10577,"monoterpene
"
15975,C09900,"Menthane monoterpenoids
Cyclic monoterpenes
"
15975,LMPR0102090027,"Menthane monoterpenoids
"
15975,CPD-8736,"a monoterpenoid
"
15977,C17517,"Menthane monoterpenoids
"
15978,CHEBI:59159,"monoterpene
"
15981,CHEBI:17304,"p-menthadien-3-one
"
15981,C01951,"Menthane monoterpenoids
Cyclic monoterpenes
"
15981,LMPR0102090056,"Menthane monoterpenoids
"
15981,CPD-278,"a small molecule
"
16020,LMPR0106090001,"Tirucallane/euphane triterpenoids
"
16026,CPD-4744,"a sesquiterpenoid
"
16050,CPD-8748,"a sesquiterpenoid
"
16057,CPD-13787,"a sesquiterpenoid
"
16083,CHEBI:17883,"hydrogen halide
mononuclear parent hydride
chlorine molecular entity
"
16083,HCL,"a small molecule
"
16107,CHEBI:75544,"aromatic ether
guanidines
phenols
alkaloid
cinnamamides
"
16112,CHEBI:73172,"organofluorine compound
aromatic ether
monocarboxylic acid
organochlorine compound
C-nitro compound
benzoic acids
"
16113,C18487,"Pesticides
"
16128,LMFA07010397,"Wax monoesters
"
16140,CHEBI:18167,"maltose
"
16188,CPD-3566,"a small molecule
"
16246,CPD-11940,"a small molecule
"
16250,CPD-696,"a steroid
"
16253,CHEBI:49482,"elemental gold
monoatomic monocation
"
16254,CHEBI:18276,"elemental hydrogen
elemental molecule
"
16254,HYDROGEN-MOLECULE,"a small molecule
"
16258,CHEBI:29033,"monoatomic dication
divalent metal cation
iron cation
"
16258,FE+2,"a cation
"
16261,LMPK12111616,"Flavones and Flavonols
"
16264,LMPK12120490,"Chalcones and dihydrochalcones
"
16267,LMPK12111984,"Flavones and Flavonols
"
16274,LMPK12110171,"Flavones and Flavonols
"
16289,CPD-6561,"an indole derivative
a glucoside
"
16300,LMFA06000075,"Fatty aldehydes
"
16337,LMFA07010414,"Wax monoesters
"
16338,LMFA07010422,"Wax monoesters
"
16342,CHEBI:310312,"chalcones
"
16342,C08650,"Chalcones and dihydrochalcones
chalcones
"
