cid,cStruc,canonical_smiles,Isomeric_smiles,IUPAC,cFormula,InChiKey,MW,AlogP,Num_AromaticRings,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,Num_Rings,SensoryThr,toxicity_val
848,CCN(CC)CCCN1C(=O)C2=CC=CC=C2S1(=O)=O,CCN(CC)CCCN1C(=O)C2=CC=CC=C2S1(=O)=O,CCN(CC)CCCN1C(=O)C2=CC=CC=C2S1(=O)=O,"2-[3-(diethylamino)propyl]-1,1-dioxo-1,2-benzothiazol-3-one",C14H20N2O3S,WZUPGPUKEVVBBE-UHFFFAOYSA-N,296.39,1.563,1,4,0,6,2.0,0,0.0
849,[O-][N+](=O)c1ccc2C(=O)N(CC=C)S(=O)(=O)c2c1,C=CCN1C(=O)c2ccc([N+](=O)[O-])cc2S1(=O)=O,[O-][N+](=O)c1ccc2C(=O)N(CC=C)S(=O)(=O)c2c1,,C10H8N2O5S,NMMYXLNELCMEAH-UHFFFAOYSA-N,268.25,0.9253,1,5,0,3,2.0,0,0.0
850,CN1C(=O)c2ccc(cc2S1(=O)=O)S(=O)(=O)N,CN1C(=O)c2ccc(S(N)(=O)=O)cc2S1(=O)=O,CN1C(=O)c2ccc(cc2S1(=O)=O)S(=O)(=O)N,"2-methyl-1,1,3-trioxo-1,2-benzothiazole-6-sulfonamide",C8H8N2O5S2,DPEJVHHFXOZYDK-UHFFFAOYSA-N,276.3,-0.8917,1,5,1,1,3.0,0,0.0
851,CCCCN(CCCC)CCN1C(=O)C2=CC=CC=C2S1(=O)=O,CCCCN(CCCC)CCN1C(=O)C2=CC=CC=C2S1(=O)=O,CCCCN(CCCC)CCN1C(=O)C2=CC=CC=C2S1(=O)=O,"2-[2-(dibutylamino)ethyl]-1,1-dioxo-1,2-benzothiazol-3-one",C17H26N2O3S,IEYZFSDKAODQAR-UHFFFAOYSA-N,338.47,2.7333,1,4,0,9,2.0,0,0.0
852,CCN(CC)C1=NS(=O)(=O)C2=C1C=CC(=C2)[N+](=O)[O-],CCN(CC)C1=NS(=O)(=O)C2=C1C=CC(=C2)[N+](=O)[O-],CCN(CC)C1=NS(=O)(=O)C2=C1C=CC(=C2)[N+](=O)[O-],"N,N-diethyl-6-nitro-1,1-dioxo-1,2-benzothiazol-3-amine",C11H13N3O4S,YPTHWVGBJQUCBJ-UHFFFAOYSA-N,283.31,1.3855,1,5,0,3,2.0,0,0.0
853,CC(C)OC1=NS(=O)(=O)C2=CC=CC=C21,CC(C)OC1=NS(=O)(=O)C2=CC=CC=C21,CC(C)OC1=NS(=O)(=O)C2=CC=CC=C21,"3-propan-2-yloxy-1,2-benzothiazole 1,1-dioxide",C10H11NO3S,GHJISIRJHFHQOE-UHFFFAOYSA-N,225.27,1.5605,1,3,0,1,2.0,0,0.0
854,CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,"N,N-diethyl-3-(1,1,3,3-tetraoxo-1λ6,3λ6,2-benzodithiazol-2-yl)propan-1-amine",C13H20N2O4S2,LRHVGAOXODEAGM-UHFFFAOYSA-N,332.45,1.1115,1,5,0,6,2.0,0,0.0
855,CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,"N-butyl-N-[2-(1,1,3,3-tetraoxo-1λ6,3λ6,2-benzodithiazol-2-yl)ethyl]butan-1-amine",C16H26N2O4S2,AYVXYHALYNTJEZ-UHFFFAOYSA-N,374.53,2.2818,1,5,0,9,2.0,0,0.0
856,CC1(C2CCC34CC(CCC3C2(CCC1=O)C)C(C4)(COC5C(C(C(C(O5)CO)O)O)O)O)C,CC1(C2CCC34CC(CCC3C2(CCC1=O)C)C(C4)(COC5C(C(C(C(O5)CO)O)O)O)O)C,CC1(C2CCC34CC(CCC3C2(CCC1=O)C)C(C4)(COC5C(C(C(C(O5)CO)O)O)O)O)C,"14-hydroxy-5,5,9-trimethyl-14-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]tetracyclo[11.2.1.01,10.04,9]hexadecan-6-one",C26H42O8,XOCBTSXQUYSHOW-UHFFFAOYSA-N,482.61,1.1458,0,8,5,4,5.0,0,0.0
857,CC1(C)CC(C[C@]2(C)[C@@H]1CC[C@@]34CC(CC[C@@H]23)C(=C)C4=O)OOC5OC(CO)C(O)C(O)C5O,C=C1C(=O)C23CCC4C(C)(C)CC(OOC5OC(CO)C(O)C(O)C5O)CC4(C)C2CCC1C3,CC1(C)CC(C[C@]2(C)[C@@H]1CC[C@@]34CC(CC[C@@H]23)C(=C)C4=O)OOC5OC(CO)C(O)C(O)C5O,"(1R,4R,9R,10S)-5,5,9-trimethyl-14-methylidene-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]peroxytetracyclo[11.2.1.01,10.04,9]hexadecan-15-one",C26H40O8,HXDLNVIFXURGGQ-NAQWXGDRSA-N,480.6,1.881,0,8,4,4,5.0,0,0.0
859,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C15H10O5,KZNIFHPLKGYRTM-UHFFFAOYSA-N,270.24,2.5768,3,5,3,1,3.0,0,0.0
860,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-phenylchromen-4-one",C15H10O4,RTIXKCRFFJGDFG-UHFFFAOYSA-N,254.24,2.8712,3,4,2,1,3.0,0,0.0
861,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",C16H12O6,SCZVLDHREVKTSH-UHFFFAOYSA-N,300.27,2.5854,3,6,3,2,3.0,0,0.0
862,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=CC=C3O)O,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=CC=C3O)O,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=CC=C3O)O,5-hydroxy-2-(2-hydroxyphenyl)chromen-4-one,C15H10O4,QAGGRDVXPIXVDQ-UHFFFAOYSA-N,254.24,2.8712,3,4,2,1,3.0,0,0.0
863,C1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(C=C3)O,C1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(C=C3)O,C1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(C=C3)O,5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one,C15H10O4,OKRNDQLCMXUCGG-UHFFFAOYSA-N,254.24,2.8712,3,4,2,1,3.0,0,0.0
864,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)O,6-hydroxy-2-(4-hydroxyphenyl)chromen-4-one,C15H10O4,FFULTBKXWHYHFQ-UHFFFAOYSA-N,254.24,2.8712,3,4,2,1,3.0,0,0.0
865,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,7-hydroxy-2-(4-hydroxyphenyl)chromen-4-one,C15H10O4,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,254.24,2.8712,3,4,2,1,3.0,0,0.0
866,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)OC,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)OC,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)OC,"5,7-dimethoxy-2-phenylchromen-4-one",C17H14O4,JRFZSUMZAUHNSL-UHFFFAOYSA-N,282.3,3.4772,3,4,0,3,3.0,0,0.0
867,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC,"6,7-dimethoxy-2-phenylchromen-4-one",C17H14O4,XZRIVAKQBKTLEQ-UHFFFAOYSA-N,282.29,3.4772,3,4,0,3,3.0,0,0.0
868,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,2-phenylchromen-4-one,C15H10O2,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,222.24,3.46,3,2,0,1,3.0,0,0.0
869,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one,C16H12O5,JPMYFOBNRRGFNO-UHFFFAOYSA-N,284.27,2.8798,3,5,2,2,3.0,0,0.0
870,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O,5-hydroxy-2-phenylchromen-4-one,C15H10O3,IYBLVRRCNVHZQJ-UHFFFAOYSA-N,238.24,3.1656,3,3,1,1,3.0,0,0.0
871,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,2-(4-hydroxyphenyl)chromen-4-one,C15H10O3,SHGLJXBLXNNCTE-UHFFFAOYSA-N,238.24,3.1656,3,3,1,1,3.0,0,0.0
872,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=C(C=C3)O,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=C(C=C3)O,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=C(C=C3)O,2-(4-hydroxyphenyl)-6-methoxychromen-4-one,C16H12O4,IGELAJYEOYKEOS-UHFFFAOYSA-N,268.27,3.1742,3,4,1,2,3.0,0,0.0
873,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,2-(4-hydroxyphenyl)-7-methoxychromen-4-one,C16H12O4,DZUKXCCSULKRJA-UHFFFAOYSA-N,268.27,3.1742,3,4,1,2,3.0,0,0.0
874,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",C15H10O6,IQPNAANSBPBGFQ-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
875,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-methoxychromen-4-one",C16H12O7,FHHSEFRSDKWJKJ-UHFFFAOYSA-N,316.27,2.291,3,7,4,2,3.0,0,0.0
876,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O)O,"5,6,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C15H10O6,JVXZRQGOGOXCEC-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
877,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",C15H10O7,ARSRJFRKVXALTF-UHFFFAOYSA-N,302.24,1.988,3,7,5,1,3.0,0,0.0
878,C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"5,7-dihydroxy-2-(2-hydroxyphenyl)chromen-4-one",C15H10O5,OFYPDAKTVZXXPC-UHFFFAOYSA-N,270.24,2.5768,3,5,3,1,3.0,0,0.0
879,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O,"2-(3,4-dihydroxyphenyl)-7-hydroxychromen-4-one",C15H10O5,PVFGJHYLIHMCQD-UHFFFAOYSA-N,270.24,2.5768,3,5,3,1,3.0,0,0.0
880,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)OC,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)OC,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)OC,"5,7-dimethoxy-2-(4-methoxyphenyl)chromen-4-one",C18H16O5,ZXJJBDHPUHUUHD-UHFFFAOYSA-N,312.32,3.4858,3,5,0,4,3.0,0,0.0
881,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"3,5,7-trihydroxy-2-(2-hydroxyphenyl)chromen-4-one",C15H10O6,WCNLFPKXBGWWDS-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
882,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one",C15H10O6,XHEFDIBZLJXQHF-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
883,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7,8-tetrahydroxychromen-4-one",C15H10O8,YRRAGUMVDQQZIY-UHFFFAOYSA-N,318.24,1.6936,3,8,6,1,3.0,0,0.0
884,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,"3,5,7,8-tetrahydroxy-2-(4-hydroxyphenyl)chromen-4-one",C15H10O7,ZDOTZEDNGNPOEW-UHFFFAOYSA-N,302.24,1.988,3,7,5,1,3.0,0,0.0
885,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",C16H12O7,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,316.27,2.291,3,7,4,2,3.0,0,0.0
886,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C15H10O6,IYRMWMYZSQPJKC-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
887,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C15H10O7,YXOLAZRVSSWPPT-UHFFFAOYSA-N,302.24,1.988,3,7,5,1,3.0,0,0.0
888,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",C15H10O8,IKMDFBPHZNJCSN-UHFFFAOYSA-N,318.24,1.6936,3,8,6,1,3.0,0,0.0
889,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C(=C(C=C3O2)O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C(=C(C=C3O2)O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C(=C(C=C3O2)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,6,7-tetrahydroxychromen-4-one",C15H10O8,ZVOLCUVKHLEPEV-UHFFFAOYSA-N,318.24,1.6936,3,8,6,1,3.0,0,0.0
890,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,6-dihydroxychromen-4-one",C15H10O6,BXPBSBBFPNTFFT-UHFFFAOYSA-N,286.24,2.2824,3,6,4,1,3.0,0,0.0
891,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,"3,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C15H10O5,OBWHQJYOOCRPST-UHFFFAOYSA-N,270.24,2.5768,3,5,3,1,3.0,0,0.0
892,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydrochromen-4-one",C15H12O6,SBHXYTNGIZCORC-UHFFFAOYSA-N,288.26,2.2155,2,6,4,1,3.0,0,0.0
893,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,"2-phenyl-2,3-dihydrochromen-4-one",C15H12O2,ZONYXWQDUYMKFB-UHFFFAOYSA-N,224.26,3.3931,2,2,0,1,3.0,0,0.0
894,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",C16H14O6,AIONOLUJZLIMTK-AWEZNQCLSA-N,302.28,2.5185,2,6,3,2,3.0,0,0.0
895,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COC1=C(C=CC(=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,"(2S)-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one",C16H14O6,FTODBIPDTXRIGS-ZDUSSCGKSA-N,302.28,2.5185,2,6,3,2,3.0,0,0.0
896,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,"7-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",C15H12O4,FURUXTVZLHCCNA-UHFFFAOYSA-N,256.26,2.8043,2,4,2,1,3.0,0,0.0
897,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,"(2S)-5,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one",C15H12O4,URFCJEUYXNAHFI-ZDUSSCGKSA-N,256.26,2.8043,2,4,2,1,3.0,0,0.0
898,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-2,3-dihydrochromen-4-one",C15H12O6,FNUPUYFWZXZMIE-UHFFFAOYSA-N,288.26,1.4807,2,6,4,1,3.0,0,0.0
899,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,"(2R,3R)-3,5,7-trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one",C25H22O10,SEBFKMXJBCUCAI-HKTJVKLFSA-N,482.44,2.3627,3,10,5,4,5.0,0,0.0
900,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,"(3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one",C15H12O7,CXQWRCVTCMQVQX-LSDHHAIUSA-N,304.25,1.1863,2,7,5,1,3.0,0,0.0
901,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,"1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",C15H12O5,AYMYWHCQALZEGT-UHFFFAOYSA-N,272.26,2.4051,2,5,4,3,2.0,0,0.0
902,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,"(E)-1,3-diphenylprop-2-en-1-one",C15H12O,DQFBYFPFKXHELB-VAWYXSNFSA-N,208.26,3.5827,2,1,0,3,2.0,0,0.0
903,C1=CC=C(C(=C1)C(=O)C=CC2=CC(=CC=C2)O)O,C1=CC=C(C(=C1)C(=O)C=CC2=CC(=CC=C2)O)O,C1=CC=C(C(=C1)C(=O)/C=C/C2=CC(=CC=C2)O)O,(E)-1-(2-hydroxyphenyl)-3-(3-hydroxyphenyl)prop-2-en-1-one,C15H12O3,BLEVPIDFNNFTHJ-CMDGGOBGSA-N,240.26,2.9939,2,3,2,3,2.0,0,0.0
904,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O)O,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O)O,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one",C15H12O6,CRBYNQCDRNZCNX-UHFFFAOYSA-N,288.26,2.1107,2,6,5,3,2.0,0,0.0
905,C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)O,C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)O,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,(E)-1-(4-hydroxyphenyl)-3-phenylprop-2-en-1-one,C15H12O2,UAHGNXFYLAJDIN-IZZDOVSWSA-N,224.26,3.2883,2,2,1,3,2.0,0,0.0
